State,County,lat,long,ID_loc
kentucky,taylor,37.3396409,-85.30966070000001,506
kentucky,todd,36.809847399999995,-87.1728185,507
kentucky,trigg,36.7949221,-87.8782433,508
kentucky,trimble,38.59842020000001,-85.3221506,509
kentucky,union,37.637246999999995,-87.95803599999999,510
kentucky,warren,36.9812407,-86.42335329999999,511
kentucky,washington,37.7310874,-85.17504749999999,512
kentucky,wayne,36.782210600000006,-84.8250848,513
kentucky,webster,37.5139929,-87.6650997,514
kentucky,whitley,36.73243239999999,-84.1512134,515
kentucky,wolfe,37.74305089999999,-83.48685909999999,516
kentucky,woodford,38.0686424,-84.7404532,517
michigan,alcona,44.676598600000005,-83.5908023,518
michigan,alger,46.4047895,-86.52809930000001,519
michigan,allegan,42.586720299999996,-85.8861492,520
michigan,alpena,45.0616794,-83.43275279999999,521
michigan,antrim,44.9947369,-85.1133189,522
michigan,arenac,44.0608193,-83.87186940000001,523
michigan,baraga,46.6354348,-88.3876368,524
michigan,barry,42.5910739,-85.3242417,525
michigan,bay,43.695756700000004,-83.9402747,526
michigan,benzie,44.6408868,-85.9928452,527
michigan,berrien,41.9838614,-86.39857140000001,528
michigan,branch,41.916753,-85.0649374,529
michigan,calhoun,42.2461339,-85.0229223,530
michigan,cass,41.9090169,-85.9970051,531
michigan,charlevoix,45.202075,-84.9676387,532
michigan,cheboygan,45.441748100000005,-84.4768486,533
michigan,chippewa,46.3111149,-84.6428564,534
michigan,clare,43.96886729999999,-84.8505091,535
michigan,clinton,42.943523799999994,-84.6125345,536
michigan,crawford,44.6769346,-84.6237147,537
michigan,delta,46.0236602,-86.89502519999999,538
michigan,dickinson,45.9874631,-87.88649050000001,539
michigan,eaton,42.593596399999996,-84.8443666,540
michigan,emmet,45.506404100000005,-84.8567966,541
michigan,genesee,43.0220032,-83.72743050000001,542
michigan,gladwin,43.9747774,-84.3873235,543
michigan,gogebic,46.403433,-89.66267909999999,544
michigan,grand traverse,44.6409162,-85.5801336,545
michigan,gratiot,43.290311700000004,-84.6098023,546
michigan,hillsdale,41.8779105,-84.59843959999999,547
michigan,houghton,46.8591287,-88.7774734,548
michigan,huron,43.8385749,-83.0221987,549
michigan,ingham,42.5860505,-84.38008409999999,550
michigan,ionia,42.94696879999999,-85.0713945,551
michigan,iosco,44.3501989,-83.65821679999999,552
michigan,iron,46.2178577,-88.54632409999999,553
michigan,isabella,43.6306545,-84.8468516,554
michigan,jackson,42.246503600000004,-84.4016963,555
michigan,kalamazoo,42.291707,-85.5872286,556
michigan,kalkaska,44.678051200000006,-85.1002509,557
michigan,kent,43.002401299999995,-85.5502718,558
michigan,keweenaw,47.387605799999996,-88.0742387,559
michigan,lake,43.85544805,-87.0819754408259,560
michigan,lapeer,43.0904764,-83.23337049999999,561
michigan,leelanau,44.8878795,-85.81199190000001,562
michigan,lenawee,41.873525799999996,-84.0624323,563
michigan,livingston,42.592456299999995,-83.9147925,564
michigan,luce,46.482414399999996,-85.5556156,565
michigan,mackinac,46.085237,-85.0336698,566
michigan,macomb,42.6741189,-82.902901,567
michigan,manistee,44.3308044,-86.02620429999999,568
